ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,LICENSE NUMBER,APPLICATION TYPE,PAYMENT DATE,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,DATE ISSUED,LICENSE STATUS,LATITUDE,LONGITUDE,LOCATION
296406,1,"THIRD RAIL TAVERN, INC.",THIRD RAIL TAVERN,1133 W MADISON ST,CHICAGO,IL,60607,34,16,12,1470,Tavern,1645461,RENEW,04/11/2016,05/16/2016,05/15/2018,04/15/2016,AAI,41.881534355,-87.655650217,"(41.88153435491253, -87.65565021660242)"
364264,1,"113 W. HUBBARD, LLC",MERCER 113 / POINT & FEATHER CHICAGO,113-119 W HUBBARD ST 1,CHICAGO,IL,60654,42,32,18,1470,Tavern,2141625,RENEW,03/08/2016,04/16/2016,04/15/2018,03/09/2016,AAI,41.889903496,-87.631680426,"(41.88990349553099, -87.63168042551925)"
317796,1,"DANGER ROCK, LLC",BOTTOM LOUNGE,1369-1375 W LAKE ST 1-2,CHICAGO,IL,60607,27,33,12,1050,Public Place of Amusement,1884299,RENEW,04/12/2018,05/16/2018,05/15/2020,04/16/2018,AAI,41.885323635,-87.661442967,"(41.88532363459488, -87.66144296674963)"
367966,1,"MUNICIPAL BAR AND LOUNGE, LLC",MUNICIPAL BAR AND DINING COMPANY,216 W OHIO ST 1ST FLOOR,CHICAGO,IL,60654,42,14,18,1050,Public Place of Amusement,2147332,RENEW,12/15/2016,12/16/2016,12/15/2018,12/16/2016,AAI,41.892489205,-87.634844572,"(41.892489205358835, -87.63484457195423)"
405415,2,"1600 N. MILWAUKEE VENTURES, LLC",ROBEY HOTEL,1600-1618 N MILWAUKEE AVE 1-13,CHICAGO,IL,60647,1,,14,1475,Consumption on Premises - Incidental Activity,2458682,ISSUE,06/06/2016,11/15/2016,12/15/2018,11/15/2016,AAI,41.910436799,-87.677761021,"(41.91043679855338, -87.67776102073448)"
49411,1,CISNEROS INC.,TAQUERIA LA OAXAQUENA,3382 N MILWAUKEE AVE 1,CHICAGO,IL,60641,30,23,17,1475,Consumption on Premises - Incidental Activity,81974,RENEW,08/15/2017,08/16/2017,08/15/2019,04/04/2019,AAI,41.942671967,-87.729948247,"(41.94267196661514, -87.72994824728335)"
290,1,"PELLETIER ENTERPRISES, INC.",MELLOW YELLOW,1508 E 53RD ST,CHICAGO,IL,60615,4,47,2,1475,Consumption on Premises - Incidental Activity,1543,RENEW,05/30/2018,06/16/2018,07/15/2020,05/30/2018,AAI,41.799656205,-87.588735711,"(41.799656205200755, -87.58873571085915)"
64579,1,"CYNPAT, INC",Cielo Dulce,3504 S WESTERN AVE 1,CHICAGO,IL,60609,12,6,9,1475,Consumption on Premises - Incidental Activity,1875213,RENEW,12/17/2018,05/16/2018,07/15/2020,12/17/2018,AAI,41.830073693,-87.68517427,"(41.830073693447986, -87.68517426995787)"
17022,1,"FILONEK'S, INC",FILONEK'S,6213 N MILWAUKEE AVE 1ST,CHICAGO,IL,60646,39,20,16,1470,Tavern,48473,RENEW,11/14/2016,11/16/2016,11/15/2018,11/14/2016,AAI,41.994189526,-87.784689486,"(41.99418952580172, -87.78468948624445)"
22048,2,MCATEER'S IRISH PUB INCORPORATED,TRINITY PUB CHICAGO,5943 N NORTHWEST HWY 1,CHICAGO,IL,60631,41,21,16,1470,Tavern,73380,RENEW,08/15/2016,08/16/2016,08/15/2018,08/16/2016,AAI,41.98904253,-87.792979377,"(41.98904252993585, -87.79297937696374)"
63691,1,BURNHAM PARK YACHT CLUB,BURNHAM PARK YACHT CLUB,1500 S LINN WHITE DR 1ST,CHICAGO,IL,60605,4,,1,1477,Outdoor Patio,1820129,RENEW,09/07/2016,10/16/2016,10/15/2018,09/21/2016,AAI,41.862306077,-87.609522247,"(41.862306077461064, -87.60952224708733)"
32101,1,"MARSHALL FIELD'S CHICAGO, INC.",MACY'S,111 N STATE ST,CHICAGO,IL,60602,34,9,1,1475,Consumption on Premises - Incidental Activity,32343,RENEW,03/02/2016,03/16/2016,03/15/2018,03/03/2016,AAI,41.883473122,-87.62772975,"(41.88347312241303, -87.62772975002918)"
387071,1,"BARRACO'S PIZZA, INC.",BARRACO'S PIZZA,3043-3047 W 111TH ST 1ST,CHICAGO,IL,60655,19,55,22,1481,Caterer's Liquor License,2564182,ISSUE,11/08/2017,01/04/2018,01/15/2020,01/04/2018,AAI,41.691495324,-87.697780401,"(41.691495324148114, -87.6977804013201)"
17716,1,"SCARLETT'S G.P., INC.",Deja Vu Showgirls,750 S CLINTON ST 2,CHICAGO,IL,60607,28,28,1,1050,Public Place of Amusement,52864,RENEW,04/11/2016,05/16/2016,05/15/2018,01/11/2018,AAI,41.872046267,-87.641024705,"(41.87204626658311, -87.64102470530548)"
404387,1,CONRAD MANAGEMENT LLC,CONRAD CHICAGO,"101 E ERIE ST 1, 8-21",CHICAGO,IL,60611,42,48,18,1475,Consumption on Premises - Incidental Activity,2457426,RENEW,12/13/2018,10/16/2018,10/15/2020,12/14/2018,AAI,41.894009687,-87.625367718,"(41.89400968711272, -87.62536771830537)"
341841,1,THE DINING ROOM AT KENDALL NFP,THE DINING ROOM AT KENDALL NFP,900 N NORTH BRANCH ST 3RD,CHICAGO,IL,60642,27,46,18,1481,Caterer's Liquor License,1979756,RENEW,03/24/2017,04/16/2017,04/15/2019,03/08/2017,AAI,41.898965335,-87.648090264,"(41.89896533484934, -87.64809026360946)"
295045,1,"POPS FOR CHAMPAGNE LTD., LLC",POPS FOR CHAMPAGNE,601-605 N STATE ST 1,CHICAGO,IL,60654,42,22,18,1470,Tavern,1620707,RENEW,02/16/2016,02/16/2016,02/15/2018,02/17/2016,AAI,41.892517293,-87.627949718,"(41.89251729286969, -87.62794971765776)"
23430,2,"33 RESTAURANT, INC.",THE GRILLROOM,33 W MONROE ST  FIRST,CHICAGO,IL,60603,34,9,1,1475,Consumption on Premises - Incidental Activity,80815,RENEW,04/08/2016,04/16/2016,04/15/2018,04/11/2016,AAI,41.880616006,-87.629049425,"(41.880616005740066, -87.62904942471995)"
376040,2,"LAKE PARK ENTERTAINMENT, LLC",THE PROMONTORY,5307-5319 S LAKE PARK AVE 1ST & 2ND,CHICAGO,IL,60615,5,48,2,1477,Outdoor Patio,2299070,RENEW,07/12/2018,07/16/2018,07/15/2020,07/13/2018,AAI,41.799317592,-87.587134142,"(41.799317592141975, -87.58713414206618)"
304306,1,"SBY-RG GROUP, LLC",FORNETTO-MEI ON GRANT,1108 S MICHIGAN AVE,CHICAGO,IL,60605,4,8,1,1475,Consumption on Premises - Incidental Activity,1718536,RENEW,10/17/2018,10/16/2018,07/15/2021,10/18/2018,AAI,41.869002215,-87.624270066,"(41.869002215422874, -87.6242700660108)"
388593,1,"VHC LOWER, LLC","VHC LOWER, LLC",203 N WABASH AVE LL - 3,CHICAGO,IL,60601,42,9,1,1050,Public Place of Amusement,2314223,RENEW,01/13/2017,02/16/2017,01/15/2019,01/18/2017,AAI,41.885828293,-87.626138262,"(41.885828292802344, -87.62613826248786)"
379078,1,HALSTED KITCHEN LLC,SUMMER HOUSE SANTA MONICA,1954 N HALSTED ST 1,CHICAGO,IL,60614,43,3,18,1477,Outdoor Patio,2234207,RENEW,09/29/2017,10/16/2017,10/15/2019,10/02/2017,AAI,41.917541127,-87.64862901,"(41.91754112681401, -87.6486290102714)"
210667,1,CHICAGO HILTON LLC,CHICAGO HILTON & TOWERS,720 S MICHIGAN AVE,CHICAGO,IL,60605,4,18,1,1481,Caterer's Liquor License,1225157,RENEW,10/05/2018,10/16/2018,07/15/2021,10/09/2018,AAI,41.872798869,-87.62433781,"(41.87279886935482, -87.62433781031022)"
229764,1,LAGO VENTURES INCORPORATED,LAGO BANQUETS,6121 W DIVERSEY AVE # 1ST,CHICAGO,IL,60639,30,2,25,1481,Caterer's Liquor License,1353924,RENEW,12/13/2016,01/16/2017,01/15/2019,12/14/2016,AAI,41.93098196,-87.779234714,"(41.93098195995931, -87.77923471427376)"
81365,87,"SODEXO AMERICA, LLC",UNITED CLUB,11601 W TOUHY AVE TERMINAL 1-C16,CHICAGO,IL,60666,41,27,16,1475,Consumption on Premises - Incidental Activity,2464522,ISSUE,06/15/2016,01/24/2018,02/15/2020,01/24/2018,AAI,42.008750766,-87.906874134,"(42.00875076599798, -87.90687413400109)"
28425,1,LONZETTA DIXON-POLK,GENERATIONS COCKTAIL LOUNGE,754 W 74TH ST  1,CHICAGO,IL,60621,6,44,7,1470,Tavern,17808,RENEW,10/10/2018,10/16/2018,10/15/2020,10/10/2018,AAI,41.759857733,-87.644047655,"(41.759857733279794, -87.64404765452714)"
425429,1,"W-COUNTRY, LLC",UNION FULLBOARD,3469-3475 N CLARK ST LL & 1,CHICAGO,IL,60657,44,38,19,1475,Consumption on Premises - Incidental Activity,2583580,ISSUE,05/10/2018,08/30/2018,07/15/2021,08/30/2018,AAI,41.945289686,-87.654803749,"(41.945289685815595, -87.65480374883363)"
414946,1,CEDAR RESTAURANT LLC,SOMERSET/PANDAN,1118 N STATE ST 1-18,CHICAGO,IL,60610,2,60,18,1475,Consumption on Premises - Incidental Activity,2522217,ISSUE,06/05/2017,08/09/2017,08/15/2019,08/09/2017,AAI,41.902311916,-87.628497381,"(41.902311915686454, -87.62849738136275)"
66124,3,SANTIAGO CORPORATION,RESTAURANT SANTIAGO,3139-3141 N CENTRAL AVE 1,CHICAGO,IL,60634,31,15,25,1475,Consumption on Premises - Incidental Activity,1740449,RENEW,10/13/2017,10/16/2017,10/15/2019,11/08/2017,AAI,41.937921295,-87.766327402,"(41.93792129538633, -87.76632740192994)"
16047,1,"LAST CALL LOUNGE, INC.",LAST CALL LOUNGE,6316-6318 W 65TH ST 1ST,CHICAGO,IL,60638,23,4,8,1470,Tavern,40992,RENEW,01/04/2016,01/16/2016,01/15/2018,01/08/2016,AAI,41.774156951,-87.779407886,"(41.77415695093783, -87.77940788571328)"
5139,1,"BOOTLEGGER, INC.",COCONUTZ,13 W DIVISION ST 1,CHICAGO,IL,60610,2,29,18,1472,Music and Dance,41247,RENEW,02/07/2018,02/16/2018,02/15/2020,02/08/2018,AAI,41.903822361,-87.629244446,"(41.90382236084491, -87.62924444589264)"
332998,1,"TOCCO PIZZA E ARTE, INC.",TOCCO RESTAURANT,1266 N MILWAUKEE AVE 1,CHICAGO,IL,60622,1,5,14,1475,Consumption on Premises - Incidental Activity,1914121,RENEW,11/15/2016,11/16/2016,11/15/2018,11/21/2016,AAI,41.904689828,-87.668781274,"(41.90468982848127, -87.66878127418673)"
89412,2,THE CHICAGO ACADEMY OF SCIENCES,PEGGY NOTEBAERT NATURE  MUSEUM,2430 N CANNON DR 1ST,CHICAGO,IL,60614,43,32,19,1050,Public Place of Amusement,2042991,RENEW,02/28/2017,04/16/2017,04/15/2019,03/14/2017,AAI,41.926695785,-87.63430645,"(41.92669578466109, -87.63430644994477)"
373590,1,CLARK HUBBARD LLC,BUB CITY,435-437 N CLARK ST 1,CHICAGO,IL,60654,42,55,18,1475,Consumption on Premises - Incidental Activity,2163556,RENEW,10/19/2016,11/16/2016,11/15/2018,10/19/2016,AAI,41.890207793,-87.630940842,"(41.89020779260571, -87.63094084169998)"
5948,7,"FRONTERA GRILL, INC.",XOCO,65 W ILLINOIS ST 1ST,CHICAGO,IL,60654,42,55,18,1475,Consumption on Premises - Incidental Activity,1991238,RENEW,01/11/2016,02/16/2016,02/15/2018,01/12/2016,AAI,41.890718883,-87.630586576,"(41.89071888319747, -87.63058657588671)"
314458,1,"BWR BRIDGEPORT, LLC.",BUFFALO WINGS AND RINGS,3434 S HALSTED ST 1,CHICAGO,IL,60608,11,16,9,1475,Consumption on Premises - Incidental Activity,1802064,RENEW,11/03/2017,12/16/2017,12/15/2019,11/06/2017,AAI,41.831724396,-87.646276392,"(41.831724396177286, -87.6462763924342)"
3455,1,CHICAGO WHITE SOX LIMITED,CHICAGO WHITE SOX LTD,333 W 35TH ST,CHICAGO,IL,60616,11,31,9,1050,Public Place of Amusement,25083,RENEW,04/17/2018,06/16/2018,06/15/2020,04/19/2018,AAI,41.830783662,-87.635295783,"(41.83078366228312, -87.6352957830455)"
24256,1,'FLAGS' SOCIAL & ATHLETIC CLUB,FLAGS SOCIAL & ATHLETIC CLUB,552 W 47TH ST 1ST,CHICAGO,IL,60609,15,12,9,1473,Not-For-Profit Club,2133,RENEW,12/30/2015,01/16/2016,01/15/2018,12/31/2015,AAI,41.809068058,-87.64033288,"(41.80906805837132, -87.64033287979429)"
363284,1,4104 CORP.,THE CABIN AT OLD IRVING,4104 N PULASKI RD,CHICAGO,IL,60641,39,34,17,1470,Tavern,2103230,RENEW,10/10/2017,10/16/2017,10/15/2019,10/11/2017,AAI,41.95567889,-87.727820869,"(41.95567888998314, -87.72782086902401)"
322493,3,"SAGE RESTAURANT MANAGER, LLC",THE BLACKSTONE HOTEL,636 S MICHIGAN AVE LL-23,CHICAGO,IL,60605,4,33,1,1475,Consumption on Premises - Incidental Activity,2601363,C_EXPA,06/08/2018,09/06/2018,10/15/2018,09/06/2018,AAI,41.873659257,-87.624359498,"(41.873659257025864, -87.62435949812338)"
377121,1,738 N. CLARK ST. TAVERN LLC,ROOM 2,738 N CLARK ST 2,CHICAGO,IL,60654,42,57,18,1470,Tavern,2202112,RENEW,03/15/2017,03/16/2017,03/15/2019,03/16/2017,AAI,41.896004747,-87.631380517,"(41.89600474720552, -87.63138051690716)"
369847,1,"THE WINE RACK, INC.",1340 BEER WINE SPIRITS,"1340 W MADISON ST BSMT, 1ST FL, MEZZ",CHICAGO,IL,60607,27,7,12,1475,Consumption on Premises - Incidental Activity,2469570,ISSUE,10/05/2016,04/05/2018,07/15/2020,04/05/2018,AAI,41.881659385,-87.66123089,"(41.8816593852002, -87.66123088985559)"
62520,13,"HIDEOUT INN, INC.",HIDEOUT INN INC,1354 W WABANSIA AVE,CHICAGO,IL,60642,32,20,14,1476,Special Event Liquor,2617041,ISSUE,08/21/2018,08/21/2018,08/25/2018,08/21/2018,AAI,41.913784407,-87.6624471,"(41.91378440726453, -87.66244709996673)"
396921,1,THE VIG CHICAGO LLC.,THE VIG CHICAGO,1527 N WELLS ST,CHICAGO,IL,60610,2,54,18,1475,Consumption on Premises - Incidental Activity,2386161,RENEW,09/18/2017,10/16/2017,10/15/2019,09/19/2017,AAI,41.909971084,-87.63452635,"(41.909971084054995, -87.63452634973525)"
9207,5,"UNCOMMON GROUND, INC.",UNCOMMON GROUND,3800-3804 N CLARK ST,CHICAGO,IL,60613,44,32,19,1475,Consumption on Premises - Incidental Activity,2108173,RENEW,05/22/2016,06/16/2016,06/15/2018,05/23/2016,AAI,41.951064053,-87.659795128,"(41.951064053085005, -87.65979512802838)"
56449,2,"MELCHIORRE RESTAURANT GROUP, INC.",GALWAY ARMS,2440-2442 N CLARK ST  1,CHICAGO,IL,60614,43,38,19,1475,Consumption on Premises - Incidental Activity,49337,RENEW,04/15/2017,04/16/2017,04/15/2019,05/08/2017,AAI,41.926604824,-87.641258658,"(41.92660482392973, -87.64125865836216)"
387915,1,LOEWS CHICAGO OPERATING COMPANY LLC,THE LOEWS CHICAGO,455 N PARK DR 1-52,CHICAGO,IL,60611,42,54,18,1475,Consumption on Premises - Incidental Activity,2314642,RENEW,02/09/2017,03/16/2017,11/15/2018,02/10/2017,AAI,41.890219142,-87.619458663,"(41.89021914224843, -87.6194586634157)"
203280,1,"3660 CLARK STREET, INC.",Lost Never Found,3660-3662 N CLARK ST 1-2,CHICAGO,IL,60613,44,32,19,1477,Outdoor Patio,1594246,RENEW,04/26/2018,06/16/2018,06/15/2020,04/27/2018,AAI,41.948735967,-87.657922889,"(41.94873596654509, -87.65792288913369)"
210667,1,CHICAGO HILTON LLC,CHICAGO HILTON & TOWERS,720 S MICHIGAN AVE,CHICAGO,IL,60605,4,18,1,1475,Consumption on Premises - Incidental Activity,1122248,RENEW,10/05/2018,10/16/2018,07/15/2021,10/09/2018,AAI,41.872798869,-87.62433781,"(41.87279886935482, -87.62433781031022)"
394580,2,2878 N LINCOLN LLC,LEFT COAST FOOD + JUICE,2870-2878 N LINCOLN AVE 1ST,CHICAGO,IL,60657,32,8,19,1477,Outdoor Patio,2447059,RENEW,02/07/2019,12/16/2018,07/15/2021,07/10/2019,AAI,41.93400462,-87.660945521,"(41.93400462046093, -87.66094552143197)"
403439,1,SURFBAR LLC,SURFBAR,2367 N MILWAUKEE AVE,CHICAGO,IL,60647,1,10,14,1470,Tavern,2443152,RENEW,06/08/2018,07/16/2018,10/15/2020,06/08/2018,AAI,41.924334714,-87.699452327,"(41.924334714096226, -87.69945232653929)"
5152,2,"NINE-FIFTY, LTD.",KINCADE'S,952 W ARMITAGE AVE LOWER #,CHICAGO,IL,60614,43,11,18,1475,Consumption on Premises - Incidental Activity,11036,RENEW,01/09/2017,02/16/2017,02/15/2019,01/10/2017,AAI,41.918219763,-87.653057449,"(41.91821976334081, -87.65305744895191)"
32932,1,2816 1/2 HALSTED CORP.,HARRIGAN'S,2816 N HALSTED ST 1ST,CHICAGO,IL,60657,44,29,19,1472,Music and Dance,35760,RENEW,01/08/2017,02/16/2017,02/15/2019,01/09/2017,AAI,41.933262074,-87.64917834,"(41.93326207377274, -87.64917834017973)"
292769,1,"PIL II BEVERAGE SERVICES, LLC",HILTON CHICAGO/ MAGNIFICENT MILE SUITES,198 E DELAWARE PL,CHICAGO,IL,60611,2,35,18,1475,Consumption on Premises - Incidental Activity,2233031,RENEW,02/10/2017,03/16/2017,03/15/2019,02/14/2017,AAI,41.899351735,-87.621986906,"(41.89935173506942, -87.62198690644685)"
278216,3,"ANNOYANCE PRODUCTIONS, INC.",ANNOYANCE PRODUCTIONS,851-853 W BELMONT AVE 2ND,CHICAGO,IL,60657,44,20,19,1475,Consumption on Premises - Incidental Activity,2262291,RENEW,06/01/2017,07/16/2017,07/15/2019,06/01/2017,AAI,41.939843346,-87.65125514,"(41.939843345836316, -87.65125514003165)"
62602,1,"MEDICI GALLERY AND COFFEE HOUSE, INC.",THE MEDICI,1327 E 57TH ST  1,CHICAGO,IL,60637,5,27,2,1475,Consumption on Premises - Incidental Activity,2523560,ISSUE,04/11/2017,01/04/2018,01/15/2020,01/04/2018,AAI,41.79136503,-87.593700385,"(41.7913650295286, -87.5937003851426)"
394580,2,2878 N LINCOLN LLC,LEFT COAST FOOD + JUICE,2870-2878 N LINCOLN AVE 1ST,CHICAGO,IL,60657,32,8,19,1475,Consumption on Premises - Incidental Activity,2447012,RENEW,02/07/2019,12/16/2018,07/15/2021,07/10/2019,AAI,41.93400462,-87.660945521,"(41.93400462046093, -87.66094552143197)"
392635,1,"B-KEG, LLC",GOOD FORTUNE,2528 N CALIFORNIA AVE 1,CHICAGO,IL,60647,1,12,14,1475,Consumption on Premises - Incidental Activity,2350124,RENEW,04/20/2017,05/16/2017,05/15/2019,04/21/2017,AAI,41.927443952,-87.697634554,"(41.927443951599365, -87.69763455399058)"
273532,1,"CHICAGO SIGNATURE SERVICES, L.L.C.",CHICAGO SIGNATURE SERVICES,700 E GRAND AVE,CHICAGO,IL,60611,42,11,18,1481,Caterer's Liquor License,1477854,RENEW,03/08/2016,03/16/2016,03/15/2018,03/09/2016,AAI,41.892249163,-87.609518049,"(41.892249163400116, -87.60951804879336)"
373492,1,BUSINESS KEYS LLC,GIORDANO'S RESTAURANT,6314 S CICERO AVE,CHICAGO,IL,60638,13,13,8,1475,Consumption on Premises - Incidental Activity,2163235,RENEW,06/30/2016,08/16/2016,08/15/2018,07/01/2016,AAI,41.777938922,-87.742423758,"(41.77793892159334, -87.74242375780888)"
373421,2,"HOMESLYCE IS WHERE THE HEART IS, LLC",HOMESLYCE WHEEL HOUSE,934-938 W WEBSTER AVE 1,CHICAGO,IL,60614,43,21,18,1475,Consumption on Premises - Incidental Activity,2534972,C_EXPA,10/27/2017,06/14/2018,03/15/2019,06/14/2018,AAI,41.921866539,-87.652423053,"(41.921866539026375, -87.65242305270903)"
276728,13,"M 2 DINING, INC.",M2 Dining Inc.,3200 N HALSTED ST,CHICAGO,IL,60657,44,34,19,1476,Special Event Liquor,2616745,ISSUE,08/07/2018,08/07/2018,08/12/2018,08/07/2018,AAI,41.940032781,-87.649415211,"(41.940032781060296, -87.64941521112496)"
54620,1,"THE HIDDEN COVE, INC.",THE HIDDEN COVE,5338 N LINCOLN AVE 1,CHICAGO,IL,60625,40,1,20,1050,Public Place of Amusement,1743100,RENEW,09/01/2017,09/16/2017,09/15/2019,09/14/2017,AAI,41.978854032,-87.692788772,"(41.978854032341516, -87.69278877219502)"
15529,2,"CHICAGO DRINKING CO., INC.",A. J. HUDSON' S PUBLIC HOUSE,3801-3805 N ASHLAND AVE 1,CHICAGO,IL,60613,47,33,19,1475,Consumption on Premises - Incidental Activity,1271505,RENEW,06/14/2016,06/16/2016,06/15/2018,06/15/2016,AAI,41.950735169,-87.668812901,"(41.950735168842144, -87.66881290118066)"
290489,1,"PEACHES & PEARS RESTAURANT, INC.",PEACHES,6435-6439 W ARCHER AVE,CHICAGO,IL,60638,13,11,8,1475,Consumption on Premises - Incidental Activity,1593939,RENEW,01/14/2016,01/16/2016,01/15/2018,01/15/2016,AAI,41.792206331,-87.783167629,"(41.79220633093248, -87.78316762851857)"
398699,1,"ROISTER RESTAURANT, LLC",ROISTER,951 W FULTON MARKET  1,CHICAGO,IL,60607,27,57,12,1475,Consumption on Premises - Incidental Activity,2404600,RENEW,03/07/2018,04/16/2018,04/15/2020,03/08/2018,AAI,41.886634054,-87.65184963,"(41.886634054028065, -87.65184962977254)"
63004,1,"PRATTFALL, INC.","OASIS, THE",6809-6813 N SHERIDAN RD 1ST,CHICAGO,IL,60626,49,29,24,1470,Tavern,12305,RENEW,08/28/2018,10/16/2018,10/15/2020,08/29/2018,AAI,42.005871902,-87.660852028,"(42.005871902451084, -87.66085202755195)"
62544,3,HYATT CORPORATION,CRYSTAL BALLROOM/PLAZA BALLROOM,151 E WACKER DR  PLAZA,CHICAGO,IL,60601,42,44,1,1475,Consumption on Premises - Incidental Activity,1926,RENEW,08/11/2016,09/16/2016,09/15/2018,08/12/2016,AAI,,,
386815,1,"TACO LIBRE III, LLC",VELVET TACO,1110 N STATE ST 1 & 2,CHICAGO,IL,60610,2,60,18,1475,Consumption on Premises - Incidental Activity,2299115,RENEW,02/21/2017,02/16/2017,02/15/2019,02/22/2017,AAI,41.902127533,-87.628501399,"(41.90212753255816, -87.62850139922516)"
317796,1,"DANGER ROCK, LLC",BOTTOM LOUNGE,1369-1375 W LAKE ST 1-2,CHICAGO,IL,60607,27,33,12,1050,Public Place of Amusement,1884299,RENEW,05/09/2016,05/16/2016,05/15/2018,05/10/2016,AAI,41.885323635,-87.661442967,"(41.88532363459488, -87.66144296674963)"
65268,10,"LAKEFRONT OPERATIONS, INC.",North Ave. Beach House,1501 N LAKE SHORE DR,CHICAGO,IL,60610,43,38,18,1476,Special Event Liquor,2617302,ISSUE,08/09/2018,08/09/2018,08/19/2018,08/09/2018,AAI,41.909621643,-87.626020115,"(41.90962164348577, -87.62602011504099)"
299612,16,"LAPDOG, INC.",R Public House,1500 W JARVIS AVE,CHICAGO,IL,60626,49,11,24,1476,Special Event Liquor,2601856,ISSUE,06/07/2018,08/01/2018,06/24/2018,06/07/2018,AAI,42.016157042,-87.668252474,"(42.01615704190619, -87.66825247379121)"
427104,1,"GRUPPAZZA, L.L.C.",CASATI'S,444 W FULLERTON PKWY 1,CHICAGO,IL,60614,43,37,19,1475,Consumption on Premises - Incidental Activity,2595247,ISSUE,06/11/2018,08/10/2018,08/15/2020,08/10/2018,AAI,41.925687264,-87.64095824,"(41.92568726351064, -87.64095823958841)"
398740,1,"FH CHI, LLC",HOTEL ONE SIXTY-SIX,166 E SUPERIOR ST 1-29TH,CHICAGO,IL,60611,2,38,18,1477,Outdoor Patio,2404856,RENEW,03/28/2018,05/16/2018,08/15/2018,05/01/2018,AAI,41.895865608,-87.623016544,"(41.89586560814865, -87.6230165441443)"
388962,1,"BOKA JAPAN, LLC",MOMOTARO,"820 W LAKE ST LL, 1 & 2",CHICAGO,IL,60607,27,1,12,1475,Consumption on Premises - Incidental Activity,2319778,RENEW,08/15/2018,10/16/2018,10/15/2020,08/16/2018,AAI,41.885758369,-87.648410589,"(41.88575836898289, -87.64841058851927)"
406670,1,3207 N. SHEFFIELD AVE. LLC,FIGO WINE BAR,3207 N SHEFFIELD AVE LL & 1ST,CHICAGO,IL,60657,44,20,19,1475,Consumption on Premises - Incidental Activity,2469321,ISSUE,11/29/2016,12/15/2017,01/15/2019,12/15/2017,AAI,41.940176877,-87.65396764,"(41.94017687660335, -87.6539676398583)"
183,1,"LA CHANCE, LTD.",CHEZ MOI,2100 N HALSTED ST,CHICAGO,IL,60614,43,41,18,1475,Consumption on Premises - Incidental Activity,969,RENEW,04/08/2017,04/16/2017,04/15/2019,04/10/2017,AAI,41.920082191,-87.648724715,"(41.92008219079211, -87.6487247147394)"
389327,1,INTEGRATED CLARK MONROE LLC,HYATT CENTRIC THE LOOP CHICAGO,100 W MONROE ST 1-23,CHICAGO,IL,60603,34,9,1,1477,Outdoor Patio,2349094,RENEW,07/25/2017,08/16/2017,04/15/2019,07/25/2017,AAI,41.880805278,-87.630929332,"(41.88080527820392, -87.6309293321435)"
322178,1,"18TH ST. CAFE, LLC",SIMONE'S,960-962 W 18TH ST 1,CHICAGO,IL,60608,25,17,12,1050,Public Place of Amusement,1974641,RENEW,12/12/2017,12/16/2017,12/15/2019,12/13/2017,AAI,41.858141551,-87.650926121,"(41.85814155141025, -87.65092612143025)"
397815,1,GE DIVERSEY LLC,Gotham Bagels,2801 N LINCOLN AVE,CHICAGO,IL,60657,32,8,19,1477,Outdoor Patio,2397250,RENEW,11/14/2017,12/16/2017,11/15/2019,11/15/2017,AAI,41.93272451,-87.658732844,"(41.93272450962955, -87.6587328440651)"
85288,1,"B - J RESTAURANTS, INC.",DINO'S PIZZA,7004-7006 W HIGGINS AVE 1ST #,CHICAGO,IL,60656,41,62,16,1477,Outdoor Patio,2256345,RENEW,08/11/2017,09/16/2017,09/15/2019,08/14/2017,AAI,41.980268752,-87.802542353,"(41.9802687522649, -87.80254235319276)"
3843,1,"GULLIVERS, INC.",GULLIVER'S INC,2727 W HOWARD ST 1ST,CHICAGO,IL,60645,50,3,24,1475,Consumption on Premises - Incidental Activity,7472,RENEW,10/13/2017,10/16/2017,10/15/2019,12/20/2017,AAI,42.019245841,-87.698331709,"(42.01924584097389, -87.69833170944449)"
86301,5,"WHERE'S THE DUKE, INC.",JOE'S BAR,940 W WEED ST 1ST&MEZZ,CHICAGO,IL,60642,27,46,18,1477,Outdoor Patio,2137314,RENEW,11/15/2016,11/16/2016,11/15/2018,11/16/2016,AAI,41.90989553,-87.652772439,"(41.9098955303975, -87.65277243899028)"
402155,1,"GRIDDLE 24, INC.",GRIDDLE 24,334 W CHICAGO AVE 1,CHICAGO,IL,60654,27,28,18,1475,Consumption on Premises - Incidental Activity,2432254,ISSUE,12/14/2015,10/04/2016,10/15/2018,10/04/2016,AAI,41.896662415,-87.63710138,"(41.89666241521221, -87.63710138046027)"
24041,2,"MARK II, LTD.",Mark II Lounge/Red Room Comedy Club,7436-7442 N WESTERN AVE 1ST,CHICAGO,IL,60645,50,4,24,1470,Tavern,2014310,RENEW,10/02/2017,10/16/2017,10/15/2019,10/03/2017,AAI,42.016961013,-87.690347254,"(42.016961012809865, -87.69034725403856)"
